   118     1.443845e+05     1.167313e+02
 * time: 11843.425368070602
   119     1.443639e+05     8.104764e+01
 * time: 11944.384516954422
   120     1.443442e+05     1.165303e+02
 * time: 12045.509835004807
   121     1.443248e+05     8.705918e+01
 * time: 12146.453226089478
   122     1.443061e+05     8.080290e+01
 * time: 12247.93161201477
   123     1.442876e+05     1.087279e+02
 * time: 12348.121608018875
   124     1.442698e+05     9.916770e+01
 * time: 12448.992913007736
   125     1.442524e+05     7.233174e+01
 * time: 12550.096900939941
   126     1.442355e+05     9.742133e+01
 * time: 12650.790707111359
   127     1.442193e+05     1.137684e+02
 * time: 12751.141937971115
   128     1.442030e+05     8.822440e+01
 * time: 12853.979213953018
   129     1.441872e+05     7.299768e+01
 * time: 12955.30699801445
   130     1.441715e+05     1.098358e+02
 * time: 13055.656897068024
   131     1.441557e+05     8.314109e+01
 * time: 13156.492672920227
   132     1.441400e+05     4.220027e+01
 * time: 13257.600240945816
   133     1.441248e+05     1.214434e+02
 * time: 13359.512814998627
   134     1.441099e+05     7.653031e+01
 * time: 13460.552628993988
   135     1.440951e+05     5.320754e+01
 * time: 13561.299498081207
   136     1.440810e+05     7.184545e+01
 * time: 13662.646181106567
   137     1.440672e+05     8.181312e+01
 * time: 13764.951357126236
   138     1.440536e+05     5.065897e+01
 * time: 13866.895230054855
   139     1.440408e+05     5.345266e+01
 * time: 13967.878732919693
   140     1.440281e+05     5.977560e+01
 * time: 14068.669440984726
   141     1.440156e+05     4.690100e+01
 * time: 14168.923691034317
   142     1.440037e+05     6.644930e+01
 * time: 14270.07887005806
   143     1.439921e+05     4.879350e+01
 * time: 14370.306992053986
   144     1.439807e+05     4.499468e+01
 * time: 14470.83701992035
   145     1.439695e+05     4.832816e+01
 * time: 14571.840327978134
   146     1.439588e+05     5.770512e+01
 * time: 14673.323018074036
   147     1.439483e+05     3.368345e+01
 * time: 14774.154922008514
   148     1.439381e+05     5.398171e+01
 * time: 14874.883135080338
   149     1.439281e+05     3.333136e+01
 * time: 14974.991235017776
   150     1.439183e+05     4.351227e+01
 * time: 15075.480304956436
   151     1.439086e+05     3.744094e+01
 * time: 15175.348531007767
   152     1.438989e+05     4.903410e+01
 * time: 15275.993458032608
   153     1.438894e+05     4.306470e+01
 * time: 15376.360363960266
   154     1.438797e+05     3.632179e+01
 * time: 15475.709737062454
   155     1.438702e+05     4.050889e+01
 * time: 15575.396203041077
   156     1.438606e+05     3.491642e+01
 * time: 15675.791162014008
   157     1.438512e+05     4.429600e+01
 * time: 15776.439851999283
   158     1.438418e+05     4.715882e+01
 * time: 15876.887454986572
   159     1.438326e+05     5.677000e+01
 * time: 15977.0273270607
   160     1.438237e+05     6.093020e+01
 * time: 16076.478760957718
   161     1.438150e+05     6.105880e+01
 * time: 16176.284559965134
   162     1.438065e+05     6.532713e+01
 * time: 16276.454646110535
   163     1.437984e+05     6.734851e+01
 * time: 16376.780124902725
   164     1.437906e+05     6.575373e+01
 * time: 16476.923600912094
   165     1.437831e+05     6.257883e+01
 * time: 16576.92036008835
   166     1.437759e+05     6.733430e+01
 * time: 16676.60375905037
   167     1.437692e+05     6.366513e+01
 * time: 16776.799402952194
   168     1.437627e+05     6.245094e+01
 * time: 16877.47528409958
   169     1.437566e+05     6.745517e+01
 * time: 16977.851975917816
   170     1.437509e+05     1.060621e+02
 * time: 17077.869344949722
   171     1.437455e+05     1.089111e+02
 * time: 17177.511928081512
   172     1.437404e+05     7.838835e+01
 * time: 17276.95324611664
   173     1.437356e+05     1.524502e+02
 * time: 17376.643908023834
   174     1.437311e+05     1.070152e+02
 * time: 17475.963912963867
   175     1.437269e+05     1.221230e+02
 * time: 17575.421289920807
   176     1.437229e+05     1.557901e+02
 * time: 17674.947807073593
   177     1.437192e+05     1.290916e+02
 * time: 17774.30827689171
   178     1.437157e+05     1.693341e+02
 * time: 17873.713927984238
   179     1.437123e+05     1.637744e+02
 * time: 17973.364700078964
   180     1.437090e+05     1.659051e+02
 * time: 18072.40971493721
   181     1.437059e+05     1.990068e+02
 * time: 18171.670654058456
   182     1.437028e+05     1.803098e+02
 * time: 18272.586124897003
   183     1.436997e+05     1.975699e+02
 * time: 18373.438318014145
   184     1.436967e+05     2.022997e+02
 * time: 18472.720628023148
   185     1.436936e+05     1.996138e+02
 * time: 18572.30599308014
   186     1.436905e+05     2.079617e+02
 * time: 18672.0376329422
   187     1.436874e+05     1.964575e+02
 * time: 18771.698802947998
   188     1.436843e+05     1.942816e+02
 * time: 18871.263340950012
   189     1.436811e+05     1.815768e+02
 * time: 18971.078802108765
   190     1.436779e+05     1.634958e+02
 * time: 19071.071393966675
   191     1.436747e+05     1.426978e+02
 * time: 19171.167330026627
   192     1.436716e+05     1.096606e+02
 * time: 19270.133059978485
   193     1.436685e+05     8.029365e+01
 * time: 19369.710325956345
   194     1.436656e+05     7.330481e+01
 * time: 19469.191391944885
   195     1.436627e+05     1.235608e+02
 * time: 19570.023093938828
   196     1.436600e+05     1.581447e+02
 * time: 19669.796937942505
   197     1.436575e+05     2.351243e+02
 * time: 19770.24186897278
   198     1.436551e+05     2.514656e+02
 * time: 19869.869333982468
   199     1.436528e+05     3.437566e+02
 * time: 19970.04813694954
   200     1.436507e+05     3.173059e+02
 * time: 20070.908097028732
   201     1.436485e+05     3.769660e+02
 * time: 20171.015033960342
   202     1.436464e+05     3.806697e+02
 * time: 20271.462727069855
   203     1.436444e+05     3.886011e+02
 * time: 20371.62597489357
   204     1.436423e+05     4.313060e+02
 * time: 20472.12020301819
   205     1.436403e+05     3.964555e+02
 * time: 20572.54338312149
   206     1.436382e+05     4.186083e+02
 * time: 20673.207431077957
   207     1.436363e+05     4.120836e+02
 * time: 20773.589209079742
   208     1.436343e+05     4.126306e+02
 * time: 20873.4287879467
   209     1.436324e+05     3.870236e+02
 * time: 20973.334690093994
   210     1.436305e+05     3.988513e+02
 * time: 21074.524204969406
   211     1.436287e+05     4.014046e+02
 * time: 21174.56207704544
   212     1.436268e+05     3.799413e+02
 * time: 21274.319871902466
   213     1.436250e+05     3.728097e+02
 * time: 21374.444901943207
   214     1.436232e+05     3.829528e+02
 * time: 21474.801892995834
   215     1.436214e+05     3.736978e+02
 * time: 21574.814050912857
   216     1.436197e+05     3.480489e+02
 * time: 21675.42809700966
   217     1.436180e+05     3.652295e+02
 * time: 21775.975344896317
   218     1.436163e+05     3.537564e+02
 * time: 21877.90412092209
   219     1.436147e+05     3.146630e+02
 * time: 21978.089164972305
   220     1.436132e+05     3.307080e+02
 * time: 22077.812164068222
   221     1.436118e+05     3.031250e+02
 * time: 22177.305052042007
   222     1.436106e+05     2.935883e+02
 * time: 22277.43807411194
   223     1.436099e+05     2.919928e+02
 * time: 22377.530114889145
   224     1.436098e+05     7.424099e+01
 * time: 22484.979005098343
   225     1.436098e+05     7.360861e+01
 * time: 22595.480592012405
   226     1.436098e+05     6.794762e+01
 * time: 22706.05943799019
   227     1.436097e+05     7.905378e+01
 * time: 22811.408633947372
   228     1.436097e+05     5.770591e+01
 * time: 22919.486742019653
   229     1.436095e+05     9.695505e+01
 * time: 23025.17258810997
   230     1.436094e+05     5.880080e+01
 * time: 23133.395102977753
   231     1.436091e+05     6.006917e+01
 * time: 23238.930025100708
   232     1.436077e+05     5.272995e+01
 * time: 23341.930347919464
   233     1.436050e+05     6.015566e+01
 * time: 23444.570133924484
   234     1.436045e+05     1.026696e+02
 * time: 23546.84538292885
   235     1.436037e+05     1.287042e+02
 * time: 23650.4525039196
   236     1.436036e+05     2.043819e+02
 * time: 23753.332140922546
   237     1.436034e+05     2.583819e+02
 * time: 23856.362150907516
   238     1.436030e+05     2.968724e+02
 * time: 23959.073609113693
   239     1.436026e+05     4.053340e+02
 * time: 24062.402511119843
   240     1.436019e+05     4.524726e+02
 * time: 24165.151767015457
   241     1.436015e+05     5.145095e+02
 * time: 24268.167145967484
   242     1.436010e+05     5.317063e+02
 * time: 24371.737260103226
   243     1.436000e+05     5.444782e+02
 * time: 24475.296631097794
   244     1.435989e+05     5.279630e+02
 * time: 24578.338723897934
   245     1.435983e+05     4.864786e+02
 * time: 24681.49746799469
   246     1.435981e+05     4.583318e+02
 * time: 24784.521368980408
   247     1.435979e+05     4.144138e+02
 * time: 24886.830440044403
   248     1.435976e+05     3.623430e+02
 * time: 24989.500154972076
   249     1.435970e+05     2.642922e+02
 * time: 25093.063873052597
   250     1.435966e+05     2.262609e+02
 * time: 25196.22180199623
   251     1.435962e+05     1.919075e+02
 * time: 25299.148848056793
   252     1.435952e+05     1.532929e+02
 * time: 25403.977880001068
   253     1.435932e+05     7.809225e+01
 * time: 25504.639894008636
   254     1.435927e+05     8.558902e+01
 * time: 25608.292720079422
   255     1.435923e+05     9.259822e+01
 * time: 25711.68297791481
   256     1.435919e+05     9.798394e+01
 * time: 25815.3052649498
   257     1.435914e+05     1.061032e+02
 * time: 25918.714057922363
   258     1.435903e+05     2.057705e+02
 * time: 26018.952619075775
   259     1.435865e+05     3.730820e+02
 * time: 26119.53279709816
   260     1.435844e+05     5.483802e+02
 * time: 26219.579937934875
   261     1.435831e+05     6.084985e+02
 * time: 26322.827066898346
   262     1.435812e+05     7.202281e+02
 * time: 26423.282570123672
   263     1.435806e+05     7.315189e+02
 * time: 26526.915080070496
   264     1.435787e+05     7.002273e+02
 * time: 26627.49880194664
   265     1.435758e+05     6.398016e+02
 * time: 26728.412919044495
   266     1.435745e+05     5.385871e+02
 * time: 26829.847532987595
   267     1.435721e+05     3.189933e+02
 * time: 26930.563759088516
   268     1.435693e+05     1.385488e+02
 * time: 27031.54767203331
   269     1.435668e+05     1.768693e+02
 * time: 27132.750355005264
   270     1.435646e+05     3.458527e+02
 * time: 27235.34857392311
   271     1.435628e+05     2.880707e+02
 * time: 27336.166415929794
   272     1.435610e+05     1.930072e+02
 * time: 27436.837417125702
   273     1.435596e+05     1.059718e+02
 * time: 27537.59331202507
   274     1.435582e+05     1.040907e+02
 * time: 27638.4173309803
   275     1.435570e+05     1.061577e+02
 * time: 27738.77600502968
   276     1.435557e+05     1.140581e+02
 * time: 27839.836277008057
   277     1.435545e+05     1.734983e+02
 * time: 27940.899035930634
   278     1.435535e+05     1.612603e+02
 * time: 28041.353724002838
   279     1.435525e+05     1.786237e+02
 * time: 28141.51882505417
   280     1.435513e+05     1.242306e+02
 * time: 28242.490920066833
   281     1.435502e+05     1.253335e+02
 * time: 28343.403319120407
   282     1.435492e+05     1.588462e+02
 * time: 28444.35349702835
   283     1.435482e+05     1.166670e+02
 * time: 28545.35693001747
   284     1.435473e+05     1.286569e+02
 * time: 28646.25362801552
   285     1.435464e+05     1.425834e+02
 * time: 28747.164508104324
   286     1.435454e+05     9.203034e+01
 * time: 28847.831192970276
   287     1.435445e+05     1.301973e+02
 * time: 28949.04496693611
   288     1.435437e+05     1.341300e+02
 * time: 29051.081424951553
   289     1.435428e+05     1.158375e+02
 * time: 29151.64964199066
   290     1.435420e+05     1.399913e+02
 * time: 29252.63816690445
   291     1.435411e+05     1.442364e+02
 * time: 29353.045677900314
   292     1.435403e+05     1.267534e+02
 * time: 29453.60595202446
   293     1.435394e+05     1.324082e+02
 * time: 29555.513122081757
   294     1.435386e+05     1.386797e+02
 * time: 29656.435239076614
   295     1.435378e+05     1.277497e+02
 * time: 29757.405246019363
   296     1.435369e+05     1.280121e+02
 * time: 29858.704989910126
   297     1.435360e+05     1.246788e+02
 * time: 29959.159770011902
   298     1.435351e+05     1.293017e+02
 * time: 30060.16519188881
   299     1.435343e+05     1.356652e+02
 * time: 30161.242598056793
   300     1.435334e+05     1.555637e+02
 * time: 30262.852128982544
   301     1.435326e+05     1.593582e+02
 * time: 30364.85320997238
   302     1.435318e+05     1.914580e+02
 * time: 30465.82218194008
   303     1.435310e+05     2.231801e+02
 * time: 30566.76778101921
   304     1.435301e+05     2.141869e+02
 * time: 30667.93382191658
   305     1.435293e+05     2.269624e+02
 * time: 30769.344449043274
   306     1.435284e+05     2.893834e+02
 * time: 30871.100317955017
   307     1.435275e+05     2.907809e+02
 * time: 30971.934353113174
   308     1.435265e+05     2.662771e+02
 * time: 31073.622139930725
   309     1.435256e+05     3.035107e+02
 * time: 31174.49695801735
   310     1.435246e+05     3.078152e+02
 * time: 31275.299227952957
   311     1.435236e+05     3.469578e+02
 * time: 31376.407432079315
   312     1.435226e+05     3.509178e+02
 * time: 31477.058370113373
   313     1.435216e+05     3.501154e+02
 * time: 31577.67910194397
   314     1.435205e+05     3.766338e+02
 * time: 31679.04452395439
   315     1.435195e+05     3.546865e+02
 * time: 31780.56515312195
   316     1.435184e+05     4.080660e+02
 * time: 31881.07079100609
   317     1.435173e+05     4.074236e+02
 * time: 31981.914298057556
   318     1.435163e+05     4.267926e+02
 * time: 32082.64892101288
   319     1.435151e+05     4.440654e+02
 * time: 32183.445444107056
   320     1.435140e+05     4.659419e+02
 * time: 32284.914002895355
   321     1.435129e+05     4.764833e+02
 * time: 32386.101906061172
   322     1.435118e+05     4.923950e+02
 * time: 32487.146405935287
   323     1.435107e+05     5.250226e+02
 * time: 32589.10760998726
   324     1.435095e+05     5.646687e+02
 * time: 32690.464845895767
   325     1.435084e+05     5.451198e+02
 * time: 32791.51657509804
   326     1.435073e+05     5.482019e+02
 * time: 32892.59934210777
   327     1.435061e+05     5.946760e+02
 * time: 32992.823337078094
   328     1.435050e+05     6.539693e+02
 * time: 33093.057039022446
   329     1.435038e+05     6.161808e+02
 * time: 33194.08681201935
   330     1.435026e+05     6.144979e+02
 * time: 33295.08963108063
   331     1.435015e+05     6.576816e+02
 * time: 33395.72017908096
   332     1.435003e+05     6.926876e+02
 * time: 33496.37173295021
   333     1.434992e+05     6.846767e+02
 * time: 33597.25658607483
   334     1.434980e+05     6.570944e+02
 * time: 33697.66633105278
   335     1.434968e+05     6.803673e+02
 * time: 33798.99393200874
   336     1.434956e+05     7.223894e+02
 * time: 33900.13255596161
   337     1.434944e+05     7.277323e+02
 * time: 34001.39590406418
   338     1.434932e+05     7.393328e+02
 * time: 34101.76348400116
   339     1.434920e+05     7.302075e+02
 * time: 34202.41711807251
   340     1.434908e+05     8.019795e+02
 * time: 34302.9811770916
   341     1.434895e+05     7.990999e+02
 * time: 34404.91025209427
   342     1.434882e+05     7.898871e+02
 * time: 34506.1813750267
   343     1.434869e+05     8.050280e+02
 * time: 34607.40697097778
   344     1.434869e+05     1.213709e+03
 * time: 34716.64576911926
   345     1.434869e+05     1.376407e+03
 * time: 34826.54990506172
   346     1.434866e+05     1.054585e+03
 * time: 34935.429502010345
   347     1.434864e+05     9.566597e+02
 * time: 35044.443423986435
   348     1.434863e+05     9.267529e+02
 * time: 35153.45891904831
   349     1.434863e+05     1.160372e+03
 * time: 35263.00855398178
   350     1.434862e+05     1.151954e+03
 * time: 35369.94507098198
   351     1.434861e+05     1.053135e+03
 * time: 35479.14413404465
   352     1.434855e+05     1.115766e+03
 * time: 35585.75562095642
   353     1.434854e+05     1.112849e+03
 * time: 35694.63985204697
   354     1.434853e+05     1.110563e+03
 * time: 35803.50091910362
   355     1.434850e+05     1.017850e+03
 * time: 35908.00265598297
   356     1.434837e+05     1.120108e+03
 * time: 36014.59568691254
   357     1.434807e+05     1.135855e+03
 * time: 36118.0414750576
   358     1.434781e+05     1.033702e+03
 * time: 36222.540775060654
   359     1.434731e+05     1.025095e+03
 * time: 36326.95130109787
   360     1.434714e+05     1.032170e+03
 * time: 36433.65362095833
   361     1.434618e+05     7.432024e+02
 * time: 36534.928569078445
   362     1.434574e+05     7.514685e+02
 * time: 36638.48949408531
   363     1.434422e+05     1.481028e+03
 * time: 36739.59755897522
   364     1.434330e+05     1.742092e+03
 * time: 36843.82078099251
   365     1.434317e+05     2.099587e+03
 * time: 36944.95955491066
   366     1.434259e+05     1.891073e+03
 * time: 37048.75828099251
   367     1.434140e+05     5.308751e+02
 * time: 37150.116574048996
   368     1.434099e+05     6.193818e+02
 * time: 37253.24895811081
   369     1.434081e+05     6.686905e+02
 * time: 37357.352075099945
   370     1.434068e+05     7.107362e+02
 * time: 37461.69351506233
   371     1.434051e+05     7.653760e+02
 * time: 37565.87990403175
   372     1.434043e+05     7.804830e+02
 * time: 37669.18987894058
   373     1.434040e+05     7.721616e+02
 * time: 37773.59240293503
   374     1.434031e+05     7.785895e+02
 * time: 37878.15910100937
   375     1.434025e+05     7.904338e+02
 * time: 37982.05020403862
   376     1.434009e+05     7.878722e+02
 * time: 38087.05611491203
   377     1.433998e+05     7.711967e+02
 * time: 38191.05353093147
   378     1.433919e+05     5.086670e+02
 * time: 38292.31341099739
   379     1.433901e+05     4.348936e+02
 * time: 38395.51960206032
   380     1.433887e+05     2.406704e+02
 * time: 38496.79495191574
   381     1.433838e+05     5.401283e+02
 * time: 38597.72414588928
   382     1.433801e+05     5.471655e+02
 * time: 38700.643100976944
   383     1.433773e+05     1.001860e+03
 * time: 38801.662703990936
   384     1.433773e+05     1.060950e+03
 * time: 38905.57409095764
   385     1.433765e+05     1.118637e+03
 * time: 39009.14091897011
   386     1.433764e+05     1.145512e+03
 * time: 39110.34169912338
   387     1.433755e+05     1.133182e+03
 * time: 39213.96756196022
   388     1.433734e+05     8.290683e+02
 * time: 39315.05418109894
   389     1.433716e+05     6.035849e+02
 * time: 39416.83596992493
   390     1.433706e+05     3.474356e+02
 * time: 39517.89646196365
   391     1.433696e+05     2.661806e+02
 * time: 39622.06767010689
   392     1.433676e+05     1.567663e+02
 * time: 39725.667184114456
   393     1.433644e+05     2.846545e+02
 * time: 39828.41189098358
   394     1.433629e+05     2.811985e+02
 * time: 39929.640676021576
   395     1.433621e+05     2.336706e+02
 * time: 40032.985485076904
   396     1.433611e+05     1.400778e+02
 * time: 40136.91426897049
   397     1.433605e+05     6.460568e+01
 * time: 40240.85878610611
   398     1.433599e+05     4.614183e+01
 * time: 40345.0142250061
   399     1.433595e+05     8.686882e+01
 * time: 40449.14749908447
   400     1.433591e+05     1.213076e+02
 * time: 40552.377995967865
   401     1.433584e+05     1.869456e+02
 * time: 40653.45588898659
   402     1.433582e+05     1.685050e+02
 * time: 40754.75290608406
   403     1.433577e+05     9.261245e+01
 * time: 40855.491965055466
   404     1.433565e+05     3.991358e+01
 * time: 40956.55635309219
   405     1.433552e+05     9.628030e+01
 * time: 41057.10590696335
   406     1.433547e+05     1.800723e+02
 * time: 41158.18166589737
   407     1.433539e+05     1.928119e+02
 * time: 41262.139838933945
   408     1.433536e+05     1.045380e+02
 * time: 41365.869851112366
   409     1.433533e+05     3.017790e+01
 * time: 41469.39599108696
   410     1.433531e+05     5.798647e+01
 * time: 41573.77831411362
   411     1.433529e+05     7.921521e+01
 * time: 41678.845953941345
   412     1.433528e+05     9.006725e+01
 * time: 41781.65463209152
   413     1.433527e+05     4.475832e+01
 * time: 41883.095027923584
   414     1.433524e+05     4.422028e+01
 * time: 41984.19548892975
   415     1.433521e+05     4.732536e+01
 * time: 42085.57978105545
   416     1.433519e+05     3.623324e+01
 * time: 42186.93111491203
   417     1.433516e+05     3.725973e+01
 * time: 42288.27767205238
   418     1.433513e+05     6.182430e+01
 * time: 42389.496275901794
   419     1.433513e+05     3.743823e+01
 * time: 42503.113656044006
┌ Warning: CI computation failed.
└ @ pulse_input_DDM ~/Projects/pulse_input_DDM.jl/src/neural_model/wrapper_functions.jl:78
42622.312581 seconds (16.06 G allocations: 2.040 TiB, 1.74% gc time)
optimization complete 
converged: true 
computing Hessian 
15411.184764 seconds (1.31 G allocations: 220.756 GiB, 1.51% gc time)
computing samples from ML parameters 
done, saving. 
